ID,TARGET
442,0.012598751
446,0.016016323
450,0.05550749
451,0.010084168
452,0.01068882
454,0.0015625734
455,0.0052819126
463,0.014504915
464,0.012146627
465,0.0035732125
467,0.13689862
468,0.036480244
470,0.0137472525
472,0.10622186
473,0.021049144
475,0.008220047
476,0.004374338
479,0.01810891
481,0.0032526352
483,0.031392317
484,0.011436902
486,0.031366576
487,0.0024542967
491,0.024449002
494,0.015500374
495,0.0015858776
497,0.013622833
498,0.0017259406
499,0.012598751
503,0.03415286
504,0.022652578
505,0.005483332
506,0.009475002
507,0.018885314
508,0.078221396
509,0.025594201
510,0.0058314237
511,0.0081470655
512,0.020245282
516,0.0022448248
518,0.039925925
519,0.0063953833
520,0.008257665
521,0.0027056874
522,0.0032341413
524,0.10269985
525,0.0048721433
526,0.002724007
528,0.016742544
529,0.023751386
531,0.07492543
532,0.22272885
534,0.17877783
536,0.045865815
539,0.087235674
540,0.01908572
541,0.0023749694
542,0.07811342
545,0.012265578
546,0.0030837962
552,0.016639687
556,0.001361079
557,0.0029563254
559,0.015131005
562,0.017429193
563,0.014694581
565,0.02687335
569,0.0017392491
570,0.07492543
574,0.022258088
575,0.00830783
585,0.008965629
589,0.007309484
590,0.015095369
592,0.019702401
593,0.024848307
594,0.00646704
595,0.014883268
597,0.0019835823
601,0.0018306804
603,0.013541247
604,0.0011188681
605,0.025765968
607,0.0030837962
608,0.016555242
610,0.021049144
612,0.08360619
613,0.04244007
615,0.0015954261
616,0.26157773
617,0.027244298
619,0.011750856
620,0.1487968
621,0.0024871791
624,0.024575368
625,0.006569323
628,0.0024338437
629,0.21776126
630,0.031238455
632,0.021958657
634,0.0012854364
637,0.014039112
638,0.024745736
642,0.020591084
643,0.007364699
644,0.06926017
646,0.0015169884
655,0.007214377
660,0.021049144
664,0.018398382
665,0.07554074
666,0.0023791625
670,0.110291705
671,0.24228796
672,0.007971797
675,0.00292273
676,0.04064851
677,0.038962178
678,0.00740831
680,0.0035732125
683,0.158932
684,0.025170486
685,0.033116676
691,0.1369412
693,0.0013812121
696,0.0014620877
698,0.006781958
699,0.016436446
700,0.01302684
703,0.010097515
704,0.020893285
705,0.011538734
707,0.20836288
709,0.073176086
711,0.18100716
713,0.016436446
716,0.0023749694
719,0.0030837962
721,0.010280327
722,0.0062351786
723,0.022955302
724,0.005214953
727,0.0017821064
728,0.014101463
729,0.0033938386
733,0.009992453
736,0.0092255995
739,0.032276332
742,0.24079378
743,0.015707778
744,0.0035223437
745,0.24079378
747,0.0074077807
749,0.030716723
750,0.022367988
751,0.04013436
752,0.004461271
755,0.006649369
756,0.0014884376
762,0.030337181
763,0.051979236
764,0.020413507
765,0.023219517
766,0.009693122
769,0.023494717
770,0.18068576
773,0.008178772
774,0.041600503
776,0.014953223
777,0.018606074
778,0.006861646
779,0.010084168
780,0.0023749694
781,0.023797587
786,0.053099636
788,0.0062510655
794,0.01831375
796,0.1879632
801,0.11331199
802,0.021691196
803,0.0050717727
804,0.0022456879
805,0.006399484
809,0.028830478
810,0.09399878
817,0.013541247
819,0.012238624
821,0.010280327
824,0.19456714
825,0.0057409466
826,0.18397409
830,0.0070123733
831,0.019012263
832,0.008299844
833,0.011471755
837,0.02659051
839,0.0015201994
840,0.0025546097
841,0.038693845
842,0.002596202
843,0.006430107
844,0.07078141
845,0.016016323
848,0.023683842
853,0.01928518
854,0.0013990239
855,0.0032813232
856,0.013014345
861,0.0058622058
865,0.036297586
866,0.0012005183
867,0.015085113
870,0.002559008
871,0.05859509
872,0.009992453
873,0.016436446
874,0.042889148
875,0.003608961
876,0.0066074566
879,0.016436446
880,0.0030837962
883,0.01939521
884,0.0077725155
886,0.020951517
890,0.0030837962
892,0.02314926
893,0.04386874
894,0.02251377
895,0.025603546
896,0.03764449
897,0.00286776
899,0.22402024
900,0.013602358
901,0.0062141353
902,0.22144543
905,0.012664263
912,0.07949692
914,0.23173304
915,0.055471137
917,0.111340135
918,0.003965226
919,0.013911933
921,0.002752831
922,0.019425506
923,0.0023198207
926,0.0015201994
929,0.0044306153
930,0.010280327
931,0.07559859
937,0.0036358521
938,0.011828181
939,0.024718609
941,0.03613639
946,0.0067300587
947,0.032778546
950,0.0045374064
951,0.003425581
952,0.023963781
953,0.020971827
954,0.0013595128
955,0.014883268
956,0.19899508
957,0.035637148
960,0.03288903
963,0.24423805
966,0.020325156
969,0.02485319
971,0.015919885
972,0.002960981
975,0.006747415
980,0.012593343
982,0.10322711
983,0.0022456879
985,0.11875331
987,0.0072625955
988,0.0048729335
991,0.01208274
992,0.0012005183
995,0.19832067
996,0.003965226
998,0.0025687318
1001,0.17944205
1002,0.007780691
1004,0.016436446
1005,0.067129605
1010,0.0023749694
1011,0.0014073463
1012,0.0025016207
1013,0.03730569
1014,0.009486448
1015,0.038500227
1016,0.01155767
1022,0.0014918516
1023,0.036785588
1024,0.002724007
1025,0.023347849
1026,0.17862138
1028,0.009255543
1029,0.012772042
1032,0.09399878
1034,0.037323616
1036,0.012062983
1037,0.001460518
1039,0.19123821
1042,0.011307409
1045,0.036297586
1046,0.027529677
1050,0.01513608
1052,0.01840573
1055,0.016436446
1057,0.0041673365
1058,0.0022456879
1060,0.0023749694
1062,0.007401732
1063,0.038962178
1064,0.029999727
1065,0.012341819
1066,0.0058329604
1067,0.15252995
1068,0.029302977
1070,0.08747139
1072,0.018528752
1077,0.228774
1078,0.01155767
1079,0.0025687318
1081,0.03288903
1082,0.16948876
1093,0.011778181
1094,0.038962178
1102,0.017845236
1103,0.065412745
1106,0.0019651607
1107,0.24228796
1112,0.038508695
1113,0.002724007
1114,0.021686293
1116,0.004967816
1118,0.024700837
1120,0.021049144
1121,0.030877508
1128,0.019578472
1130,0.07113686
1132,0.010280327
1135,0.00472056
1138,0.06579887
1139,0.0065559084
1141,0.021049144
1143,0.15116563
1146,0.109895565
1148,0.01869069
1149,0.02239677
1151,0.008529579
1152,0.023920601
1153,0.011129321
1155,0.021584034
1157,0.0020578592
1160,0.01496365
1161,0.0031897817
1162,0.027982427
1164,0.04876201
1168,0.016961832
1169,0.0025106634
1174,0.17180327
1176,0.0012206924
1177,0.23094004
1178,0.016050693
1180,0.014854966
1181,0.04796834
1182,0.043098733
1185,0.007780691
1190,0.008095909
1194,0.0037353565
1196,0.03242139
1199,0.009270795
1200,0.021092072
1201,0.003436513
1202,0.03507785
1206,0.24698894
1207,0.021437071
1208,0.0014222228
1212,0.023631422
1216,0.0015625734
1219,0.016211912
1221,0.014446244
1222,0.0025016207
1225,0.01694387
1227,0.011307409
1230,0.011071779
1231,0.016436446
1232,0.011685193
1233,0.0019433895
1234,0.05859509
1235,0.012265688
1236,0.1174323
1237,0.002336884
1238,0.086547665
1239,0.017802613
1240,0.03250275
1241,0.008025869
1244,0.046370815
1245,0.025875237
1247,0.011307409
1250,0.019069623
1251,0.0026163592
1257,0.009216234
1259,0.0023749694
1266,0.112732045
1267,0.22144543
1268,0.0050574974
1270,0.250541
1272,0.010835138
1273,0.15356338
1276,0.037490033
1278,0.0014774491
1279,0.04114403
1283,0.017719857
1284,0.017792903
1286,0.002465505
1289,0.021618102
1290,0.0015299277
1292,0.00872884
1293,0.026731363
1294,0.105117716
1296,0.078443184
1298,0.00907972
1299,0.121601745
1301,0.0039508413
1304,0.036969796
1306,0.014234585
1308,0.08159331
1310,0.023213293
1311,0.0026592454
1312,0.048070397
1315,0.0036358521
1318,0.06702212
1319,0.0040985625
1320,0.0023749694
1323,0.0039563314
1324,0.0104264235
1325,0.038581975
1326,0.011684807
1329,0.22834714
1331,0.09867009
1332,0.014252307
1335,0.0024643734
1336,0.16948876
1338,0.05675889
1340,0.0897786
1342,0.0023749694
1345,0.008178772
1347,0.002365461
1349,0.017792903
1350,0.058490686
1351,0.004557881
1354,0.0032876094
1355,0.020968396
1356,0.016436446
1359,0.030382978
1361,0.24559723
1362,0.2066077
1363,0.158932
1365,0.010715902
1366,0.023370426
1367,0.03415286
1368,0.004663489
1369,0.0023612573
1370,0.026893884
1371,0.026413212
1372,0.20303124
1374,0.015930645
1375,0.094126455
1376,0.051423572
1379,0.0027643733
1380,0.009992453
1383,0.01869069
1387,0.047639433
1388,0.10556491
1389,0.005444633
1390,0.05984609
1394,0.026731363
1396,0.1879632
1397,0.024750477
1399,0.019797092
1400,0.01927843
1402,0.08339181
1403,0.042630617
1404,0.088352315
1405,0.07367768
1407,0.014615807
1409,0.010280327
1413,0.0013151899
1415,0.04571316
1416,0.02426803
1418,0.0035810496
1422,0.0020578592
1423,0.0016442874
1425,0.003166724
1428,0.016436446
1429,0.011713962
1430,0.01869069
1431,0.07039594
1432,0.004577887
1434,0.0017585676
1435,0.0029563254
1436,0.26187295
1438,0.0027908816
1443,0.06836561
1445,0.030729137
1446,0.134641
1453,0.015831247
1456,0.006572435
1458,0.014668768
1459,0.002457495
1460,0.025551407
1461,0.18308902
1462,0.20050654
1463,0.016436446
1466,0.1613491
1467,0.016436446
1469,0.07802143
1470,0.0017663344
1471,0.16140082
1473,0.013140717
1476,0.008059319
1477,0.022389427
1481,0.01869069
1482,0.029818384
1485,0.10737384
1486,0.22083318
1490,0.031034006
1491,0.16140082
1493,0.003965226
1494,0.077904135
1500,0.008347702
1504,0.02165537
1506,0.00836081
1509,0.005734913
1512,0.02858043
1514,0.010465283
1518,0.016436446
1520,0.002459393
1522,0.06590469
1525,0.16140082
1526,0.05859509
1529,0.1763979
1530,0.057280853
1532,0.0030837962
1533,0.021749247
1537,0.026220798
1542,0.032498553
1544,0.030758372
1545,0.22185788
1546,0.158932
1549,0.09749862
1551,0.0029563254
1552,0.0034821564
1555,0.021049144
1556,0.0025016207
1558,0.17944205
1560,0.007780691
1561,0.027392307
1562,0.007780691
1563,0.0017585676
1566,0.0017583484
1568,0.020770267
1570,0.010491789
1575,0.11296428
1577,0.017802613
1579,0.006580579
1581,0.013515907
1582,0.066925876
1585,0.03117527
1586,0.0048072105
1587,0.007830375
1593,0.03097827
1597,0.07842061
1599,0.014665735
1608,0.0023108083
1609,0.01869069
1612,0.026880747
1615,0.0023749694
1616,0.021078262
1618,0.02656601
1619,0.0025016207
1624,0.013290748
1625,0.075387776
1627,0.011987963
1628,0.20575309
1635,0.0025016207
1636,0.057284378
1637,0.016436446
1640,0.012062983
1642,0.00856394
1645,0.036297586
1647,0.007202153
1648,0.21510959
1650,0.0071292887
1651,0.07665315
1653,0.014157205
1654,0.0024379687
1655,0.016524557
1656,0.03910343
1657,0.10737384
1659,0.14251742
1661,0.1491336
1662,0.020389026
1663,0.10005524
1664,0.041121412
1671,0.016436446
1673,0.01869069
1674,0.014823562
1678,0.0028116715
1680,0.02211371
1682,0.029747466
1687,0.0018621288
1689,0.0035303277
1690,0.014737287
1691,0.019121336
1692,0.033862315
1696,0.004727927
1701,0.04279771
1702,0.022840017
1705,0.009988553
1707,0.035356916
1711,0.021049144
1714,0.0560967
1715,0.15462121
1716,0.033635065
1717,0.0029568144
1719,0.0035732125
1723,0.0030837962
1725,0.003788064
1726,0.25570732
1728,0.0015625734
1730,0.0032963115
1731,0.0032882595
1736,0.007132685
1742,0.24228796
1745,0.07781473
1747,0.1879632
1749,0.0198995
1750,0.08515348
1751,0.0021777423
1752,0.023331236
1753,0.13152963
1754,0.013541247
1758,0.2581562
1759,0.02128942
1760,0.004876572
1761,0.016436446
1763,0.025594201
1765,0.0790123
1767,0.0624067
1768,0.002310616
1769,0.007380679
1774,0.023332557
1775,0.06900776
1776,0.0015201994
1777,0.017802613
1779,0.02768137
1780,0.001464248
1783,0.003425581
1784,0.0022239583
1785,0.003767722
1789,0.016436446
1790,0.06425077
1792,0.012812261
1793,0.04876201
1795,0.009858324
1796,0.011476779
1798,0.041632045
1802,0.013503674
1803,0.03540074
1805,0.0050242953
1806,0.0388345
1809,0.013383452
1810,0.0012937345
1812,0.014883268
1813,0.107040375
1814,0.07210574
1815,0.022904893
1817,0.021334881
1818,0.028582687
1819,0.014637436
1820,0.014038134
1821,0.15929212
1823,0.049175918
1826,0.019070156
1827,0.01888702
1829,0.21822464
1831,0.002412173
1833,0.032021146
1834,0.008511279
1837,0.027244298
1838,0.0023749694
1839,0.0023672206
1840,0.018643962
1841,0.019186324
1842,0.0287859
1844,0.01640244
1845,0.013351925
1846,0.0015201994
1847,0.0023749694
1850,0.0027168232
1851,0.031456348
1852,0.0015201994
1860,0.045337193
1862,0.04176975
1864,0.14251742
1865,0.009858324
1866,0.024449002
1867,0.037395097
1870,0.017110264
1871,0.026214832
1872,0.014883268
1873,0.002689205
1874,0.100727364
1876,0.038845744
1878,0.03158537
1879,0.158932
1884,0.020521136
1885,0.004471285
1888,0.026695477
1893,0.006543222
1897,0.033116676
1901,0.011337957
1902,0.010280327
1903,0.002960981
1905,0.04255681
1907,0.009229493
1908,0.24079378
1919,0.1450707
1921,0.15278713
1926,0.007780691
1928,0.009606127
1930,0.13689862
1933,0.011433905
1934,0.007570972
1935,0.072686605
1939,0.21005806
1940,0.016436446
1942,0.0075543663
1943,0.006119306
1945,0.009065826
1946,0.026695477
1948,0.034161914
1949,0.014953223
1952,0.02434642
1953,0.01767998
1955,0.012062983
1959,0.032721046
1963,0.013259644
1965,0.01353059
1967,0.016436446
1968,0.024189286
1969,0.0022406187
1970,0.06702212
1973,0.0132582765
1977,0.13244185
1978,0.0029563254
1979,0.0023388949
1988,0.038962178
1991,0.024101317
1994,0.0012937345
1996,0.0034349114
1997,0.007564329
1998,0.005513129
2000,0.1416861
2002,0.005697578
2004,0.025920164
2007,0.046564497
2008,0.01155767
2010,0.0045774067
2011,0.025594201
2012,0.08911305
2015,0.008244134
2018,0.0014774491
2019,0.0030837962
2023,0.025594201
2024,0.060847037
2026,0.007780691
2028,0.003965226
2029,0.01155767
2031,0.010084168
2033,0.02602424
2034,0.30193195
2037,0.16496384
2038,0.016436446
2039,0.011082618
2040,0.0025016207
2042,0.00735932
2045,0.020163847
2048,0.027732437
2049,0.022563884
2050,0.018948652
2057,0.038246457
2061,0.023785237
2063,0.050296523
2067,0.018432526
2069,0.024770493
2070,0.016436446
2072,0.25162622
2073,0.05660587
2075,0.007570972
2076,0.070029624
2081,0.021049144
2082,0.07212663
2084,0.05829781
2085,0.09755945
2086,0.023920601
2088,0.042717118
2092,0.10350672
2093,0.0056750206
2094,0.002724007
2096,0.10201752
2102,0.014637436
2103,0.10107419
2104,0.04168126
2108,0.12335569
2109,0.035401862
2111,0.030758372
2113,0.022334581
2116,0.053403776
2117,0.02538241
2118,0.01824099
2119,0.01208274
2120,0.0023791625
2121,0.013648603
2124,0.046279743
2125,0.02530987
2126,0.005253456
2127,0.2022101
2131,0.001361079
2133,0.04330104
2134,0.034623597
2136,0.012441378
2137,0.09042486
2139,0.029999727
2144,0.0012559036
2145,0.01886101
2146,0.059771176
2149,0.028192265
2150,0.004676266
2151,0.044582617
2152,0.014181537
2153,0.002585167
2157,0.11449939
2158,0.012173467
2159,0.0034449135
2161,0.0026163592
2163,0.0043280832
2166,0.032389283
2169,0.009799401
2171,0.10084366
2177,0.012046916
2179,0.07053214
2182,0.0017877179
2184,0.14970933
2185,0.02721236
2186,0.005400155
2187,0.0057369065
2188,0.025681587
2189,0.003756843
2190,0.16140082
2194,0.0033265515
2195,0.01155767
2196,0.025603633
2198,0.10337815
2199,0.014864369
2200,0.002342838
2201,0.006446807
2203,0.0665615
2208,0.012598751
2209,0.01790369
2210,0.015734563
2211,0.0029267247
2213,0.010602258
2214,0.010834008
2215,0.2066077
2216,0.0023316382
2218,0.004967816
2222,0.02995952
2224,0.0015201994
2229,0.003189944
2230,0.009784416
2234,0.073998295
2235,0.01939521
2237,0.012349237
2239,0.004034539
2241,0.0052542235
2242,0.003965226
2243,0.009270795
2244,0.0023749694
2245,0.0016009888
2248,0.051516104
2251,0.0058613997
2253,0.18608008
2254,0.0027872159
2257,0.0023749694
2261,0.06318799
2262,0.012062983
2266,0.011292439
2269,0.0029401693
2275,0.012207943
2278,0.009858324
2279,0.00869142
2283,0.011761709
2284,0.042890128
2285,0.002994564
2286,0.00158848
2287,0.080868706
2289,0.10914318
2290,0.116709836
2291,0.023920601
2293,0.016436446
2300,0.047940634
2301,0.006580579
2302,0.13662069
2303,0.016098417
2304,0.0020020811
2305,0.05208065
2306,0.029982187
2307,0.026880747
2308,0.14251742
2311,0.025594201
2313,0.041629363
2315,0.0012937345
2316,0.03434322
2318,0.2066077
2322,0.007869797
2323,0.010934006
2325,0.042626355
2327,0.021049144
2328,0.07056998
2329,0.073072895
2330,0.019793253
2332,0.0031584066
2333,0.0029542837
2334,0.037423775
2337,0.024099225
2338,0.06826797
2341,0.13800175
2344,0.029999727
2345,0.008745293
2347,0.0064860964
2348,0.02309339
2349,0.0025687318
2350,0.005516717
2351,0.03519487
2358,0.051614124
2359,0.07918252
2361,0.021470506
2363,0.012510665
2364,0.006107537
2366,0.15017207
2369,0.0030837962
2370,0.19668283
2373,0.03401148
2375,0.011595624
2377,0.029999727
2384,0.04876201
2385,0.019241096
2386,0.050953016
2387,0.0015201994
2388,0.045227952
2392,0.018240824
2393,0.03415286
2394,0.01869069
2395,0.009242356
2396,0.018248668
2397,0.022367988
2400,0.01869069
2401,0.013688035
2403,0.03540911
2407,0.107475005
2408,0.038305018
2410,0.010280327
2414,0.18278164
2416,0.24228796
2421,0.0029563254
2422,0.029999727
2423,0.03117527
2425,0.02721236
2430,0.008112939
2433,0.009251704
2434,0.038239527
2437,0.023262557
2438,0.014883268
2439,0.05859509
2440,0.077778295
2442,0.020085754
2444,0.016560491
2449,0.01221079
2456,0.013646639
2458,0.026868252
2462,0.01114125
2463,0.009530665
2464,0.0045544123
2465,0.005061148
2466,0.0031189125
2470,0.14251742
2476,0.009992453
2478,0.030877508
2482,0.20696154
2483,0.009992453
2484,0.1450707
2487,0.0015201994
2488,0.022799939
2493,0.006220213
2494,0.004142471
2495,0.03429701
2499,0.023920601
2501,0.27517807
2503,0.020839792
2504,0.00735932
2507,0.012062983
2509,0.015318763
2511,0.038962178
2512,0.050913196
2515,0.012454498
2516,0.011894414
2517,0.009992453
2521,0.18030776
2525,0.0015067325
2527,0.10051396
2528,0.011325841
2529,0.013891238
2530,0.007229902
2531,0.14875506
2533,0.003855413
2537,0.01911559
2538,0.014504915
2539,0.01826339
2541,0.014438486
2542,0.10914318
2543,0.0028014784
2544,0.0012937345
2545,0.006700473
2546,0.0017978505
2548,0.028071577
2549,0.0041061584
2555,0.0025687318
2556,0.0106529575
2558,0.04738974
2561,0.1879632
2563,0.1664599
2566,0.0054977178
2567,0.074339546
2572,0.0023388572
2573,0.018932538
2574,0.016436446
2578,0.010256194
2580,0.025644803
2581,0.0055912426
2582,0.004663489
2586,0.04376744
2588,0.0063507003
2589,0.051624116
2591,0.011685193
2594,0.031506777
2595,0.015870677
2596,0.0769384
2597,0.0074719437
2599,0.0134967845
2600,0.016436446
2601,0.04319913
2611,0.006952455
2613,0.009992453
2614,0.0063507003
2615,0.021049144
2616,0.2329775
2617,0.033673145
2618,0.003562421
2619,0.031047745
2626,0.0059717246
2630,0.19994484
2632,0.0020242224
2636,0.013156489
2639,0.026896778
2642,0.0015352031
2644,0.21002798
2647,0.016436446
2648,0.24079378
2649,0.26315546
2651,0.017894227
2652,0.07360066
2656,0.22834714
2658,0.09989971
2664,0.0034138234
2667,0.090184525
2669,0.04011761
2670,0.0025016207
2671,0.2066077
2672,0.22279787
2673,0.0023749694
2678,0.025466178
2679,0.016495151
2682,0.004290919
2684,0.0067089554
2685,0.027244298
2687,0.008912592
2689,0.003043231
2700,0.008740859
2701,0.016436446
2702,0.027182085
2704,0.03224624
2707,0.0071378504
2710,0.019857949
2713,0.023920601
2715,0.047379762
2716,0.040792104
2724,0.008114828
2726,0.06702212
2727,0.01221079
2728,0.00526649
2730,0.0025552097
2731,0.052834574
2733,0.035293106
2736,0.010084168
2737,0.012219967
2739,0.034083303
2740,0.002310616
2741,0.020659419
2745,0.058558773
2747,0.24079378
2749,0.024839055
2751,0.0014654407
2752,0.040946003
2759,0.17944205
2760,0.0020578592
2764,0.0045374064
2766,0.018248668
2769,0.02656601
2772,0.10738472
2773,0.0027056874
2774,0.008529579
2776,0.0031518813
2779,0.011307409
2782,0.17944205
2783,0.00836081
2788,0.002689205
2789,0.013482621
2791,0.016016323
2793,0.027886998
2794,0.0025016207
2796,0.009486448
2801,0.011925907
2803,0.035160035
2804,0.0013501483
2805,0.016436446
2806,0.27789474
2808,0.040785007
2809,0.036297586
2812,0.014352295
2814,0.09962488
2815,0.013181108
2816,0.04905541
2817,0.1463895
2819,0.018172687
2821,0.17634358
2822,0.020306146
2825,0.0145711815
2827,0.0029563254
2829,0.019445585
2830,0.0069216685
2831,0.004034539
2833,0.0023749694
2838,0.02448581
2839,0.03618129
2843,0.0018690146
2845,0.016016323
2849,0.018294796
2850,0.0053170198
2852,0.01568335
2859,0.007780691
2861,0.0023448274
2862,0.028579954
2863,0.017715394
2865,0.009858324
2866,0.16496384
2867,0.05451478
2869,0.021885073
2871,0.0023749694
2872,0.016436446
2873,0.22512922
2874,0.008208397
2876,0.020306468
2877,0.00308472
2880,0.07844657
2881,0.010280327
2882,0.023589121
2885,0.007592471
2886,0.021669632
2888,0.0027069293
2889,0.015900018
2891,0.03562167
2892,0.0098994095
2893,0.17944205
2897,0.058191046
2898,0.023524502
2899,0.009992453
2901,0.020770267
2903,0.102887824
2904,0.0068490366
2905,0.016738988
2906,0.056322224
2908,0.014330873
2910,0.1163388
2913,0.0016400886
2914,0.004105232
2915,0.0025687318
2917,0.006466136
2918,0.026266545
2919,0.17944205
2920,0.033386968
2921,0.010370921
2922,0.094369575
2925,0.025170486
2926,0.014802108
2927,0.018248668
2928,0.04875211
2929,0.0024106922
2930,0.009754396
2936,0.0013990239
2944,0.0025016207
2949,0.007380679
2950,0.011323509
2951,0.016560778
2952,0.0088835815
2955,0.022367988
2957,0.014701099
2959,0.008461659
2960,0.022292862
2961,0.009175182
2963,0.014039112
2966,0.002689205
2967,0.027244298
2968,0.016470492
2969,0.0076666763
2970,0.009795825
2972,0.054100115
2973,0.03233686
2974,0.0015625734
2975,0.2398339
2976,0.01267438
2980,0.0014210321
2983,0.026880747
2984,0.1450707
2986,0.003948592
2988,0.013296678
2989,0.038918056
2990,0.002385686
2991,0.03595661
2994,0.009988553
2995,0.036182728
2997,0.022665486
3000,0.031961158
3001,0.011256194
3002,0.002960981
3003,0.050184205
3005,0.0013151899
3007,0.0012232378
3008,0.03534094
3009,0.027244298
3011,0.015978087
3012,0.10782491
3015,0.016436446
3017,0.009133173
3019,0.083919264
3022,0.020823022
3025,0.023992913
3027,0.07968157
3028,0.0029048685
3030,0.009992453
3031,0.0015201994
3033,0.018986871
3035,0.03328355
3036,0.023197485
3037,0.0023749694
3039,0.0057394416
3041,0.121601745
3046,0.008025869
3047,0.006345572
3048,0.0039249817
3050,0.08058369
3051,0.0013960686
3053,0.0023179243
3055,0.080640584
3056,0.020770267
3058,0.013626488
3060,0.17405666
3062,0.041067787
3063,0.07911635
3064,0.10914318
3065,0.25162622
3067,0.033116676
3069,0.025594201
3070,0.07995902
3072,0.22309765
3073,0.0066004028
3074,0.0025016207
3079,0.06766855
3080,0.117495224
3083,0.041361373
3084,0.016348101
3089,0.011685193
3093,0.0013990239
3094,0.09452352
3096,0.05926112
3098,0.00961041
3100,0.0049951174
3101,0.032614958
3102,0.012302437
3104,0.02951109
3105,0.031321958
3106,0.01869069
3109,0.0031580492
3110,0.005965744
3111,0.009048344
3113,0.11955192
3115,0.07445487
3116,0.013243107
3120,0.02447104
3122,0.007780691
3124,0.01869069
3128,0.007780691
3129,0.017585786
3130,0.037158214
3132,0.015845094
3133,0.0047293184
3135,0.018440973
3138,0.006442713
3139,0.027297659
3140,0.15116563
3143,0.0032703297
3146,0.21002798
3148,0.17529285
3149,0.08312988
3150,0.0329583
3152,0.082897626
3153,0.16885127
3154,0.0609865
3155,0.016436446
3159,0.014256461
3162,0.0022456879
3163,0.28512695
3164,0.0036305941
3166,0.028988969
3167,0.021705788
3168,0.002585167
3171,0.012598751
3172,0.05714713
3173,0.01155767
3177,0.16948876
3181,0.021049144
3183,0.16215286
3185,0.024449002
